,Dzień Znalezienia,Numer Pociągu,Relacja Pociągu,Stacja Znalezienia,Rodzaj Rzeczy
926,2024-12-27,83172.0,,Warszawa Olszynka Grochowska,Sprzęt Elektroniczny
927,2024-12-27,73000.0,Berlin-Przemyśl Gł.,Przemyśl  Gł.,Rzeczy Osobiste
928,2024-12-27,78172.0,Poznań Gł. - Słupsk,Koszalin,Telefon
929,2024-12-27,26102.0,Lublin Gł. - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
930,2024-12-27,1320.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Ubranie
931,2024-12-27,15102.0,Łódź Fabryczna - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
932,2024-12-27,1102.0,Białystok - Łódź Fabryczna,Łódź Fabryczna,Reklamówka / Torba
933,2024-12-27,5424.0,Olsztyn Gł. - Racibórz,Racibórz,Telefon
934,2024-12-27,83106.0,Szczecin Gł. - Zakopane,Chabówka Stadion,Reklamówka / Torba
935,2024-12-27,,,Wrocław - Wars,Sprzęt Elektroniczny
936,2024-12-27,1006.0,Łódź Fabryczna - Białystok,Łódź Fabryczna,Sprzęt Elektroniczny
937,2024-12-27,65102.0,Wrocław Gł. - Olsztyn Gł.,Olsztyn Główny,Walizka / Plecak
938,2024-12-27,1102.0,Białystok - Łódź Fabryczna,Łódź Fabryczna,Ubranie
939,2024-12-27,63100.0,Wrocław Gł. - Przemyśl Gł.,Katowice,Reklamówka / Torba
940,2024-12-27,41011.0,Bohumin - Warszawa,Warszawa Olszynka Grochowska,Reklamówka / Torba
941,2024-12-27,3121.0,Kraków - Warszawa,Warszawa Olszynka Grochowska,Walizka / Plecak
942,2024-12-27,6122.0,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Elektroniczny
943,2024-12-27,1422.0,Warszawa Wsch. - Bielsko-Biała Gł.,Bielsko-Biała Główna,Sprzęt Turystyczny
944,2024-12-27,83100.0,Świnoujście - Rzeszów Główny,Rzeszów Główny,Walizka / Plecak
945,2024-12-27,5304.0,Gdynia - Kraków,Kraków Główny,Ubranie
946,2024-12-27,5304.0,Gdynia - Kraków,Kraków Główny,Rzeczy Osobiste
947,2024-12-27,1310.0,Warszawa - Kraków,Kraków Główny,Książka
948,2024-12-27,5320.0,Olsztyn - Kraków,Kraków Główny,Ubranie
949,2024-12-27,8320.0,Szczecin Główny -Kraków Główny,Kraków Główny,Książka
950,2024-12-27,83170.0,Kołobrzeg - Kraków,Kraków Główny,Ubranie
951,2024-12-26,7322.0,Poznań Główny-Kraków Główny,Kraków Główny,Etui
952,2024-12-26,51104.0,Gdynia Gł. - Łódź Fabryczna,Sopot,Telefon
953,2024-12-26,56100.0,Gdynia - Jelenia Góra,Wrocław Główny,Sprzęt Elektroniczny
954,2024-12-26,49.0,Berlin Hbf - Warszawa Wsch.,Warszawa Wschodnia,Telefon
955,2024-12-26,1524.0,Warszawa Wsch. - Bydgoszcz Gł.,Bydgoszcz Główna,Reklamówka / Torba
956,2024-12-26,1604.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Artykuły Spożywcze
957,2024-12-26,231.0,Berlin Hbf - Gdynia Gł.,Gdynia Główna,Dokument/Y
958,2024-12-26,81114.0,Kołobrzeg - Łódź Fabryczna,Malbork,Ubranie
959,2024-12-26,8300.0,Kołobrzeg- Kraków Główny,Kraków Główny,Książka
960,2024-12-26,1604.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
961,2024-12-26,8302.0,Świnoujście - Kraków Główny,Kraków Główny,Reklamówka / Torba
962,2024-12-26,71009.0,Berlin - Warszawa Wsch.,Warszawa Olszynka Grochowska,Książka
963,2024-12-26,37100.0,,Poznań Główny,Rzeczy Osobiste
964,2024-12-26,86100.0,Kołobrzeg - Wrocław Gł.,Białogard,Obuwie
965,2024-12-26,83170.0,Kołobrzeg- Kraków Główny,Kraków Główny,Ubranie
966,2024-12-26,75102.0,Poznań Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
967,2024-12-26,8108.0,Szczecin Główny - Suwałki,Szczecin Główny,Dokument/Y
968,2024-12-26,5130.0,Bydgoszcz Gł. - Warszawa Zach.,Toruń Główny,Telefon
969,2024-12-26,65102.0,Wrocław Gł. - Olsztyn Gł.,Olsztyn Główny,Książka
970,2024-12-26,27100.0,Lublin Gł. - Poznań Gł.,Sochaczew,Rzeczy Osobiste
971,2024-12-26,13100.0,Warszawa Wsch. - Zakopane,Zakopane,Sprzęt Elektroniczny
972,2024-12-26,16102.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Rzeczy Osobiste
973,2024-12-26,83170.0,Kołobrzeg- Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
974,2024-12-26,61104.0,Wrocław Białystok,Białystok,Portfel
975,2024-12-26,8320.0,Szczecin - Kraków,Kraków Główny,Ubranie
976,2024-12-26,17100.0,Warszawa Wsch. - Zielona Góra Gł.,Babimost,Etui
977,2024-12-26,8102.0,Szczecin Gł. - Warszawa Wsch.,Warszawa Wschodnia,Kosztowności
978,2024-12-26,3112.0,Kraków Gł. - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
979,2024-12-26,8300.0,Kołobrzeg- Kraków Główny,Kraków Główny,Artykuły Biurowe
980,2024-12-26,4500.0,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
981,2024-12-26,49.0,Berlin Hbf - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
982,2024-12-26,84100.0,Piła Gł-Warszawa,Warszawa Wschodnia,Walizka / Plecak
983,2024-12-25,53104.0,Gdynia Gł. - Zakopane,Zakopane,Reklamówka / Torba
984,2024-12-25,247.0,Berlin Hbf - Warszawa Wsch.,Warszawa Centralna,Reklamówka / Torba
985,2024-12-25,3506.0,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Etui
986,2024-12-25,63172.0,Wrocław Gł. - Przemyśl Gł.,Przemyśl Główny,Reklamówka / Torba
987,2024-12-25,91130.0,Łódź Fabryczna - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
988,2024-12-25,84100.0,Przemyśl Gł. - Katowice,Katowce,Telefon
989,2024-12-25,5326.0,Szczecin - Kraków,Kraków Główny,Ubranie
990,2024-12-25,1530.0,Warszawa Zach. - Bydgoszcz Gł.,Toruń Miasto,Ubranie
991,2024-12-25,5326.0,Olsztyn Główny - Kraków Główny,Kraków Główny,Ubranie
992,2024-12-25,83106.0,Szczecin Gł. - Zakopane,Zakopane,Ubranie
993,2024-12-25,53104.0,Gdynia Gł. - Zakopane,Zakopane,Ubranie
994,2024-12-25,5700.0,Gdynia Gł. - Poznań Gł.,Poznań Główny,Saszetka / Nerka
995,2024-12-25,73106.0,Poznań Gł. - Przemyśl Gł.,Przemyśl Główny,Walizka / Plecak
996,2024-12-25,5620.0,Ełk - Wrocław Gł.,Wrocław Główny,Ubranie
997,2024-12-25,54104.0,Gdynia Gł. - Bielsko-Biała Gł.,Opole Główne,Walizka / Plecak
998,2024-12-25,88100.0,Piła Gł. - Szczecin Gł.,Recz Pomorski,Reklamówka / Torba
999,2024-12-25,83102.0,Kołobrzeg - Rzeszów Główny,Bydgoszcz Główna,Etui
1000,2024-12-25,32104.0,Kraków Gł. - Lublin Gł.,Lublin Główny,Artykuły Dziecięce
1001,2024-12-25,6132.0,Zgorzelec - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
1002,2024-12-25,85102.0,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
1003,2024-12-25,4160.0,Wisła Uzdr. - Warszawa Wsch.,Miechów,Ubranie
1004,2024-12-24,3804.0,Kraków Gł. - Kołobrzeg,Kołobrzeg,Ubranie
1005,2024-12-24,73102.0,Poznań Gł. - Przemyśl Gł.,Przemyśl Główny,Ubranie
1006,2024-12-24,263.0,Gdynia Gł. - Praha Hl.N.,Wrocław Główny,Sprzęt Elektroniczny
1007,2024-12-24,37102.0,Przemyśl Gł. - Poznań Gł.,Opole Główne,Kosztowności
1008,2024-12-24,3524.0,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Sprzęt Turystyczny
1009,2024-12-24,85102.0,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Artykuły Muzyczne
1010,2024-12-24,8110.0,Szczecin Gł. - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Elektroniczny
1011,2024-12-24,45.0,Berlin Gesundbrunnen - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
1012,2024-12-24,6300.0,Wrocław Gł. - Przemyśl Gł.,Bochnia,Sprzęt Turystyczny
1013,2024-12-24,130.0,Zebrzydowice - Warszawa Wsch.,Pszczyna,Walizka / Plecak
1014,2024-12-24,1624.0,Białystok - Wrocław Gł.,Wrocław Główny,Książka
1015,2024-12-24,6124.0,Wrocław Gł. - Białystok,Wołomin,Walizka / Plecak
1016,2024-12-24,5330.0,Olsztyn Gł. - Kraków Gł.,Warszawa Służewiec,Telefon
1017,2024-12-24,51102.0,Gdynia Gł. - Łódź Fabryczna,Ciechanów,Reklamówka / Torba
1018,2024-12-24,54104.0,Gdynia Gł. - Bielsko-Biała Gł.,Oborniki Śląskie,Reklamówka / Torba
1019,2024-12-24,73104.0,Zielona Góea-Przemyśl Gł,Przemyśl Główny,Saszetka / Nerka
1020,2024-12-24,5402.0,Gdynia Gł. - Bielsko-Biała Gł.,Bielsko-Biała Główna,Rzeczy Osobiste
1021,2024-12-24,460.0,Praha Hl. N. - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
1022,2024-12-24,85104.0,Szczecin   Olsztyn,Olsztyn Główny,Sprzęt Elektroniczny
1023,2024-12-24,5320.0,Olsztyn-Kraków,Kraków Główny,Rzeczy Osobiste
1024,2024-12-24,6504.0,Wrocław Gł. - Gdynia Gł.,Gdańsk Oliwa,Sprzęt Elektroniczny
1025,2024-12-24,5328.0,Olsztyn Gł. - Kraków Gł.,Suchedniów,Sprzęt Elektroniczny
1026,2024-12-24,75102.0,Poznań Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
1027,2024-12-24,5404.0,Gdynia Gł. - Gliwice,Gliwice,Ubranie
1028,2024-12-24,8314.0,Szczecin - Kraków,Kraków Główny,Sprzęt Elektroniczny
1029,2024-12-24,4506.0,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
1030,2024-12-24,5324.0,Olsztyn Główny -Kraków Główny,Kraków Główny,Rzeczy Osobiste
1031,2024-12-24,3804.0,Kraków Gł. - Kołobrzeg,Kołobrzeg,Sprzęt Elektroniczny
1032,2024-12-24,8300.0,Kołobrzeg-Kraków,Kraków Główny,Sprzęt Elektroniczny
1033,2024-12-24,70108.0,Poznań Gł. - Zielona Góra Gł.,Zielona Góra Główna,Telefon
1034,2024-12-24,15104.0,Łódź Fabryczna - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
1035,2024-12-23,2522.0,Lublin Gł. - Bydgoszcz Gł.,Bydgoszcz Główna,Rzeczy Osobiste
1036,2024-12-23,3124.0,Kraków Gł. - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
1037,2024-12-23,8320.0,Szczecin-Kraków,Kraków Główny,Rzeczy Osobiste
1038,2024-12-23,8308.0,Szczecin Gł. - Przemyśl Gł.,Bochnia,Walizka / Plecak
1039,2024-12-23,17102.0,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Książka
1040,2024-12-23,26104.0,Lublin Gł. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
1041,2024-12-23,54100.0,Gdynia Gł. - Bielsko-Biała Gł.,Leszno,Sprzęt Elektroniczny
1042,2024-12-23,38108.0,Zakopane - Szczecin Gł.,Kraków Główny,Portfel
1043,2024-12-23,202.0,Bohumin - Wrocław Gł.,Wrocław Główny,Rzeczy Osobiste
1044,2024-12-23,16102.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Reklamówka / Torba
1045,2024-12-23,61151.0,Szklarska Poręba -Warszawa Wschodnia,Warszawa Olszynka Grochowska,Dokument/Y
1046,2024-12-23,72100.0,Poznań Gł. - Lublin Gł.,Pilawa,Rzeczy Osobiste
1047,2024-12-23,83173.0,Świnoujście-Przemyśl Gł.,Przemyśl Główny,Parasol
1048,2024-12-23,5330.0,Olsztyn Główy -Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
1049,2024-12-23,5422.0,Gdynia Gł. - Katowice,Gdańsk Główny,Etui
1050,2024-12-23,4524.0,Racibórz - Olsztyn Gł.,Olsztyn Zachodni,Artykuły Spożywcze
1051,2024-12-23,8320.0,Szczecin Gł. - Kraków Gł.,Miechów,Etui
1052,2024-12-23,83104.0,Piła Gł. - Rzeszów Główny,Sochaczew,Dokument/Y
1053,2024-12-23,38108.0,Zakopane - Szczecin Gł.,Kraków Główny,Walizka / Plecak
1054,2024-12-23,5400.0,Gdynia Gł. - Gliwice,Warszawa Wschodnia,Sprzęt Elektroniczny
1055,2024-12-23,83104.0,Piła Gł. - Rzeszów Główny,Rzeszów Główny,Walizka / Plecak
1056,2024-12-23,83172.0,Świnoujście - Przemyśl Gł.,Dębica,Rzeczy Osobiste
1057,2024-12-23,51110.0,Gdynia Gł. - Warszawa Wsch.,Czeremcha,Ubranie
1058,2024-12-23,5332.0,Olsztyn Gł. - Kraków Gł.,Kraków Główny,Ubranie
1059,2024-12-23,85100.0,Szczecin Gł. - Gdańsk Gł.,Gdańsk Główny,Sprzęt Agd
1060,2024-12-23,7324.0,Poznań Gł. - Kraków Gł.,Krzeszowice,Sprzęt Elektroniczny
1061,2024-12-23,3822.0,Kraków Gł. - Szczecin Gł.,Poznań Główny,Portfel
1062,2024-12-23,3534.0,Kraków Gł. - Bydgoszcz Gł.,Zgierz,Rzeczy Osobiste
1063,2024-12-23,5320.0,Olsztyn - Kraków,Kraków Główny,Ubranie
1064,2024-12-23,,3720,Poznań Główny,Sprzęt Elektroniczny
1065,2024-12-23,1302.0,Warszawa - Kraków,Kraków Główny,Książka
1066,2024-12-23,1628.0,Białystok - Wrocław Gł.,Pabianice,Walizka / Plecak
1067,2024-12-23,8300.0,Kołobrzeg -Kraków Główny,Kraków Główny,Etui
1068,2024-12-23,8300.0,Kołobrzeg -Kraków Główny,Kraków Główny,Ubranie
1069,2024-12-23,75102.0,Poznań Gł. - Olsztyn Gł.,Olsztyn Główny,Reklamówka / Torba
1070,2024-12-23,13108.0,Warszawa Zach. - Rzeszów Główny,Rzeszów Główny,Sprzęt Elektroniczny
1071,2024-12-22,53170.0,Gdynia Gł. - Zakopane,Chabówka Stadion,Sprzęt Turystyczny
1072,2024-12-22,83172.0,Świnoujście - Przemyśl Gł.,Przemyśl Główny,Rzeczy Osobiste
1073,2024-12-22,5600.0,Gdynia Gł. - Wrocław Gł.,Wrocław Główny,Reklamówka / Torba
1074,2024-12-22,4506.0,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
1075,2024-12-22,4522.0,Katowice - Gdynia Gł.,Solec Kujawski,Portfel
1076,2024-12-22,4524.0,Racibórz - Olsztyn Gł.,Olsztyn Główny,Ubranie
1077,2024-12-22,1624.0,Białystok - Wrocław Gł.,Wrocław Główny,Portfel
1078,2024-12-22,81154.0,Kołobrzeg - Łódź Fabryczna,Tczew,Artykuły Dziecięce
1079,2024-12-22,5320.0,Olsztyn Gł. - Kraków Gł.,Olsztyn Główny,Walizka / Plecak
1080,2024-12-22,52102.0,Bydgoszcz Gł. - Lublin Gł.,Lublin Główny,Ubranie
1081,2024-12-22,8320.0,Szczecin Gł. - Kraków Gł.,Kraków Główny,Artykuły Dziecięce
1082,2024-12-22,62102.0,Wrocław Gł. - Lublin Gł.,Lublin Główny,Ubranie
1083,2024-12-22,20101.0,Lublin Gł. - Hrubieszów Miasto,Hrubieszów Miasto,Reklamówka / Torba
1084,2024-12-22,3510.0,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
1085,2024-12-22,1634.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Etui
1086,2024-12-22,62104.0,Wrocław Gł. - Lublin Gł.,Lublin Główny,Walizka / Plecak
1087,2024-12-22,5330.0,Olsztyn - Kraków,Kraków Główny,Sprzęt Elektroniczny
1088,2024-12-22,7202.0,Zielona Góra Gł. - Lublin Gł.,Lublin Główny,Walizka / Plecak
1089,2024-12-22,3812.0,Przemyśl Gł. - Słupsk,Sławno,Sprzęt Elektroniczny
1090,2024-12-22,38104.0,Rzeszów Główny - Piła Gł.,Piła Główna,Parasol
1091,2024-12-22,11150.0,Terespol - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Elektroniczny
1092,2024-12-22,75100.0,Poznań Gł. - Olsztyn Gł.,Ostróda,Parasol
1093,2024-12-22,65102.0,Wrocław Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
1094,2024-12-22,4121.0,Bielsko Biała- Białystok,Białystok,Reklamówka / Torba
1095,2024-12-22,70108.0,Poznań Gł. - Zielona Góra Gł.,Zielona Góra Główna,Sprzęt Elektroniczny
1096,2024-12-22,38106.0,Zakopane - Szczecin Gł.,Jarocin,Kosztowności
1097,2024-12-22,54100.0,Gdynia Gł. - Bielsko-Biała Gł.,Czechowice-Dziedzice,Reklamówka / Torba
1098,2024-12-22,8300.0,Kołobrzeg - Kraków Główny,Kraków Główny,Ubranie
1099,2024-12-22,8300.0,Kołobrzeg - Kraków Główny,Kraków Główny,Obuwie
1100,2024-12-22,1320.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
1101,2024-12-22,37106.0,Przemyśl Gł. - Poznań Gł.,Strzelce Opolskie,Dokument/Y
1102,2024-12-22,83172.0,Świnoujście - Przemyśl Gł.,Przemyśl Główny,Reklamówka / Torba
1103,2024-12-21,1322.0,Warszawa Wsch. - Kraków Gł.,Kraków Główny,Reklamówka / Torba
1104,2024-12-21,1628.0,Białystok - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
1105,2024-12-21,17102.0,Warszawa Wsch. - Zielona Góra Gł.,Sulechów,Dokument/Y
1106,2024-12-21,38108.0,Zakopane - Szczecin Gł.,Nowy Dwór Mazowiecki,Rzeczy Osobiste
1107,2024-12-21,47100.0,Katowice-Poznań,Poznań Główny,Portfel
1108,2024-12-21,8108.0,Szczecin Gł. - Suwałki,Dąbrowa Białostocka,Walizka / Plecak
1109,2024-12-21,202.0,Bohumin - Wrocław Gł.,Opole Główne,Saszetka / Nerka
1110,2024-12-21,8320.0,Szczecin Gł. - Kraków Gł.,Kraków Główny,Kosztowności
1111,2024-12-21,81114.0,Kołobrzeg - Łódź Fabryczna,Kołobrzeg,Parasol
1112,2024-12-21,56102.0,Olsztyn Gł. - Wrocław Gł.,Wrocław Główny,Rzeczy Osobiste
1113,2024-12-21,112.0,Praha - Warszawa,Katowice,Sprzęt Sportowy
1114,2024-12-21,263.0,Gdynia Gł. - Praha Hl. N.,Wrocław Główny,Dokument/Y
1115,2024-12-21,1622.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
1116,2024-12-21,5300.0,Gdynia Główna - Kraków Główny,Kraków Główny,Ubranie
1117,2024-12-21,1322.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
1118,2024-12-21,85104.0,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Sprzęt Elektroniczny
1119,2024-12-21,32103.0,Katowice-Lublin Gł.,Lublin Główny,Reklamówka / Torba
1120,2024-12-21,4524.0,Racibórz - Olsztyn Gł.,Olsztyn Główny,Parasol
1121,2024-12-21,4524.0,Racibórz - Olsztyn Gł.,Olsztynek,Ubranie
1122,2024-12-21,7324.0,Poznań Gł. - Kraków Gł.,Kraków Główny,Artykuły Biurowe
1123,2024-12-21,5600.0,Gdynia Gł. - Wrocław Gł.,Oborniki Śląskie,Sprzęt Elektroniczny
1124,2024-12-21,57102.0,Olsztyn Gł. - Poznań Gł.,Poznań Główny,Ubranie
1125,2024-12-21,8322.0,Szczecin Gł. - Kraków Gł.,Tomaszów Mazowiecki,Reklamówka / Torba
1126,2024-12-21,83172.0,Świnoujście - Przemyśl Gł.,Przemyśl Główny,Reklamówka / Torba
1127,2024-12-21,6300.0,Wrocław Gł. - Przemyśl Gł.,Przemyśl Główny,Rzeczy Osobiste
1128,2024-12-21,63172.0,Wrocław Gł. - Przemyśl Gł.,Przemyśl Główny,Ubranie
1129,2024-12-21,63172.0,Wrocław Gł. - Przemyśl Gł.,Przeworsk,Ubranie
1130,2024-12-21,8106.0,Szczecin Gł. - Warszawa Wsch.,Koło,Walizka / Plecak
1131,2024-12-21,61104.0,Wrocław Gł. - Białystok,Białystok,Artykuły Spożywcze
1132,2024-12-21,83172.0,Świnoujście - Przemyśl Gł.,Przemyśl Główny,Sprzęt Elektroniczny
1133,2024-12-21,8108.0,Szczecin Gł. - Suwałki,Wołomin,Telefon
1134,2024-12-21,83106.0,Szczecin Gł. - Zakopane,Olesno Śląskie,Telefon
1135,2024-12-21,70108.0,Poznań Gł. - Zielona Góra Gł.,Zielona Góra Główna,Rzeczy Osobiste
1136,2024-12-21,5304.0,Gdynia Główna - Kraków Główny,Kraków Główny,Książka
1137,2024-12-21,6520.0,Wrocław Gł. - Ełk,Ełk,Artykuły Muzyczne
1138,2024-12-21,8320.0,Szczecin Gł. - Kraków Gł.,Kraków Główny,Reklamówka / Torba
1139,2024-12-21,1328.0,Łódź Fabryczna - Kraków Główny,Kraków Główny,Książka
1140,2024-12-21,13106.0,Warszawa Wsch. - Przemyśl Gł.,Jarosław,Portfel
1141,2024-12-21,13102.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Obuwie
1142,2024-12-21,63106.0,Jelenia Góra - Kraków Główny,Kraków Główny,Artykuły Spożywcze
1143,2024-12-21,5604.0,Gdynia Gł. - Wrocław Gł.,Leszno,Reklamówka / Torba
1144,2024-12-21,61151.0,Wrocław-Warszawa,Warszawa Olszynka Grochowska,Walizka / Plecak
1145,2024-12-21,4122.0,Bielsko Biała - Warszawa Wsch.,Warszawa Olszynka Grochowska,Walizka / Plecak
1146,2024-12-21,8110.0,Szczecin Gł. - Warszawa Wsch.,Warszawa Olszynka Grochowska,Książka
1147,2024-12-21,1602.0,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
1148,2024-12-21,6120.0,Wrocław Gł. - Warszawa Wsch.,Warszawa Centralna,Dokument/Y
1149,2024-12-21,3500.0,Kraków Gł. - Gdynia Gł.,Warszawa Wschodnia,Rzeczy Osobiste
1150,2024-12-21,4124.0,Katowice - Płock,Płock,Ubranie
1151,2024-12-21,113.0,Praha Hl. N. - Warszawa Wsch.,Warszawa Centralna,Reklamówka / Torba
1152,2024-12-21,6102.0,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
1153,2024-12-21,26100.0,Lublin Gł. - Wrocław Gł.,Lubliniec,Telefon
1154,2024-12-21,81170.0,Świnoujście-Warszawa,Warszawa Wschodnia,Książka
1155,2024-12-21,52100.0,Bydgoszcz Gł. - Chełm,Chełm,Portfel
1156,2024-12-21,5220.0,Bydgoszcz Gł.-Lublin Gł.,Lublin,Sprzęt Elektroniczny
1157,2024-12-21,81170.0,Świnoujście-Warszawa,Warszawa Wschodnia,Walizka / Plecak
1158,2024-12-21,5424.0,Olsztyn Gł. - Racibórz,Racibórz,Sprzęt Turystyczny
1159,2024-12-20,5304.0,Gdynia Główna - Kraków Główny,Kraków Główny,Ubranie
1160,2024-12-20,61103.0,Wrocław-Warszawa,Warszawa Olszynka Grochowska,Walizka / Plecak
1161,2024-12-20,18114.0,Łódź Fabryczna - Kołobrzeg,Lębork,Walizka / Plecak
1162,2024-12-20,83172.0,Świnoujście - Przemyśl Gł.,Poznań Główny,Telefon
1163,2024-12-20,1320.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
1164,2024-12-20,83110.0,Kołobrzeg - Kraków Główny,Kraków Główny,Książka
1165,2024-12-20,1304.0,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Etui
1166,2024-12-20,12010.0,Warszawa Wsch. - Dorohusk,Dorohusk,Walizka / Plecak
1167,2024-12-20,4508.0,Gliwice - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
1168,2024-12-20,61105.0,Wrocław Gł. - Białystok,Białystok,Książka
1169,2024-12-20,8302.0,Świnoujście - Kraków Główny,Kraków Główny,Artykuły Dziecięce
1170,2024-12-20,5304.0,Gdynia Główna - Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
1171,2024-12-20,5306.0,Gdynia Gł. - Kraków Gł.,Kraków Główny,Ubranie
1172,2024-12-20,8322.0,Szczecin Gł. - Kraków Gł.,Kraków Główny,Walizka / Plecak
1173,2024-12-20,31000.0,Kraków - Suwałki,Białystok,Rzeczy Osobiste
1174,2024-12-20,5602.0,Olsztyn Gł. - Wrocław Gł.,Wrocław Główny,Rzeczy Osobiste
1175,2024-12-20,3530.0,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
1176,2024-12-20,16104.0,Białystok - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
1177,2024-12-20,5424.0,Olsztyn Gł. - Racibórz,Racibórz,Ubranie
1178,2024-12-20,5424.0,Olsztyn Gł. - Racibórz,Racibórz,Parasol
1179,2024-12-20,5306.0,Gdynia Główna - Kraków Główny,Kraków Główny,Reklamówka / Torba
1180,2024-12-20,1520.0,Warszawa Zach. - Olsztyn Gł.,Olsztyn Główny,Artykuły Spożywcze
1181,2024-12-20,83170.0,Kołobrzeg - Kraków Gł.,Tczew,Reklamówka / Torba
1182,2024-12-20,73102.0,Poznań Gł. - Przemyśl Gł.,Łańcut,Dokument/Y
1183,2024-12-20,3122.0,Kraków Gł. - Warszawa Wsch.,Kielce Główne,Sprzęt Elektroniczny
1184,2024-12-20,5424.0,Olsztyn Gł. - Racibórz,Racibórz,Artykuły Medyczne
1185,2024-12-20,5124.0,Bydgoszcz Gł. - Warszawa Wsch.,Warszawa Wschodnia,Kosztowności
1186,2024-12-20,23112.0,Hrubieszów - Kraków,Kraków Główny,Rzeczy Osobiste
1187,2024-12-20,5422.0,Gdynia Gł. - Katowice,Włocławek,Rzeczy Osobiste
1188,2024-12-20,1106.0,Białystok - Łódź Fabryczna,Łódź Fabryczna,Walizka / Plecak
1189,2024-12-20,4524.0,Krakow-Olsztyn,Olsztyn Główny,Książka
1190,2024-12-20,5332.0,Olsztyn - Kraków,Kraków Główny,Rzeczy Osobiste
1191,2024-12-20,143.0,Mockava - Kraków,Kraków Główny,Telefon
1192,2024-12-20,8104.0,Szczecin Gł. - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
1193,2024-12-20,17100.0,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Artykuły Dziecięce
1194,2024-12-20,1624.0,Białystok - Wrocław Gł.,Wrocław Główny,Ubranie
1195,2024-12-20,1005.0,Łódź Fabryczna - Białystok,Białystok,Reklamówka / Torba
1196,2025-01-12,56100.0,Gdynia Gł. - Jelenia Góra,Oborniki Śląskie,Telefon
1197,2025-01-12,7320.0,Poznań Gł. - Kraków Gł.,Kraków Główny,Walizka / Plecak
1198,2025-01-12,83102.0,Kołobrzeg - Rzeszów Główny,Nowa Sarzyna,Telefon
1199,2025-01-12,8110.0,Szczecin Gł. - Warszawa Wsch.,Stargard,Telefon
1200,2025-01-12,35170.0,Zakopane - Gdynia Gł.,Gdańsk Oliwa,Telefon
1201,2025-01-12,5424.0,Olsztyn Gł. - Racibórz,Warszawa Zachodnia,Rzeczy Osobiste
